Site,Tray,Block,Pos,Soil,Genotype,fruits_per_seedling
Sweden,2,11,3,Sw,Sweden,0
Sweden,2,11,4,Sw,Italy,0
Sweden,2,11,5,Sw,Italy,0
Sweden,2,11,6,Sw,Sweden,0
Sweden,2,11,7,Sw,Italy,0
Sweden,2,11,8,Sw,Italy,0
Sweden,2,11,9,Sw,Sweden,0
Sweden,2,11,10,Sw,Sweden,0
Sweden,2,11,11,Sw,Sweden,0
Sweden,2,11,12,Sw,Italy,0
Sweden,2,11,13,Sw,Sweden,0
Sweden,2,11,14,Sw,Italy,0
Sweden,2,11,15,Sw,Sweden,0
Sweden,2,11,16,Sw,Sweden,0
Sweden,2,11,17,Sw,Sweden,0
Sweden,2,11,18,Sw,Sweden,0
Sweden,2,11,19,Sw,Sweden,0
Sweden,2,11,20,Sw,Italy,0
Sweden,2,11,21,Sw,Sweden,0
Sweden,2,11,22,Sw,Italy,0
Sweden,2,11,23,Sw,Italy,0
Sweden,2,11,24,Sw,Italy,0
Sweden,2,11,25,Sw,Italy,0
Sweden,2,11,26,Sw,Italy,0
Sweden,2,11,27,Sw,Italy,0
Sweden,2,11,28,Sw,Italy,0
Sweden,2,11,29,Sw,Italy,0
Sweden,2,11,30,Sw,Italy,0
Sweden,2,11,31,Sw,Sweden,0
Sweden,2,11,32,Sw,Sweden,0
Sweden,2,11,33,Sw,Italy,0
Sweden,2,11,34,Sw,Sweden,0
Sweden,2,11,35,Sw,Italy,0
Sweden,2,11,36,Sw,Sweden,0
Sweden,2,11,37,Sw,Sweden,0
Sweden,2,11,38,Sw,Sweden,0
Sweden,2,11,39,Sw,Sweden,0
Sweden,2,11,40,Sw,Sweden,0
Sweden,2,11,41,Sw,Italy,0
Sweden,2,11,42,Sw,Italy,0
Sweden,2,12,1,It,Italy,0
Sweden,2,12,2,It,Italy,0
Sweden,2,12,3,It,Italy,0
Sweden,2,12,4,It,Sweden,0
Sweden,2,12,5,It,Italy,0
Sweden,2,12,6,It,Sweden,0
Sweden,2,12,7,It,Sweden,0
Sweden,2,12,8,It,Italy,0
Sweden,2,12,9,It,Sweden,0
Sweden,2,12,10,It,Italy,0
Sweden,2,12,11,It,Italy,0
Sweden,2,12,12,It,Sweden,0
Sweden,2,12,13,It,Italy,0
Sweden,2,12,14,It,Italy,0
Sweden,2,12,15,It,Sweden,0
Sweden,2,12,16,It,Sweden,0
Sweden,2,12,17,It,Sweden,0
Sweden,2,12,18,It,Italy,0
Sweden,2,12,19,It,Sweden,0
Sweden,2,12,20,It,Sweden,0
Sweden,2,12,21,It,Italy,0
Sweden,2,12,22,It,Italy,0
Sweden,2,12,23,It,Sweden,0
Sweden,2,12,24,It,Italy,0
Sweden,2,12,25,It,Sweden,0
Sweden,2,12,26,It,Italy,0
Sweden,2,12,27,It,Sweden,0
Sweden,2,12,28,It,Italy,0
Sweden,2,12,29,It,Italy,0
Sweden,2,12,30,It,Italy,0
Sweden,2,12,31,It,Italy,0
Sweden,2,12,32,It,Sweden,0
Sweden,2,12,33,It,Sweden,0
Sweden,2,12,34,It,Sweden,0
Sweden,2,12,35,It,Italy,0
Sweden,2,12,36,It,Sweden,0
Sweden,2,12,37,It,Italy,0
Sweden,2,12,38,It,Sweden,0
Sweden,2,12,39,It,Italy,0
Sweden,2,12,40,It,Italy,0
Sweden,2,12,41,It,Sweden,0
Sweden,2,12,42,It,Sweden,0
